Sequencial;Sequencial_Reposta;Resposta;Aluno;Pergunta;Resposta2;NívelRubrica
4433;4433;4433;236;23;Que era para a gente ficasse com muito medo e a gente fosse nós postos de saúde para tomar vacina;3
4434;4434;4434;236;24;As propagandas era dele chorando em um canto porque ele não tinha nome;1
4436;4436;4436;236;29;Em 1986;3
4437;4437;4437;236;31;Em1994 porque ele não tinha nome;2
4438;4438;4438;236;33;Em concurso, que as pessoas mandavam cartas com um nome;3
4439;4439;4439;236;35;Porque muitas cartas foram enviadas com o nome zé gotinha;2
4447;4447;4447;237;1;Personagem criado para incentivar as pessoas a tomar a vacina.;3
4456;4456;4456;237;2;Foi feito um sorteio.;3
4451;4451;4451;237;3;A ideia era que alguém forte passasse coragem para quem tinha que se vacinar.;3
4457;4457;4457;237;4;Tomar vacinas é a melhor maneira de se proteger de uma variedade de doenças graves e de suas complicações.;3
4459;4459;4459;237;8;Indicar que a frase destacada foi dita por outra pessoa.;2
4458;4458;4458;237;9;Doença que causa paralisia nas crianças.;3
4460;4460;4460;237;10;Barreira dos medos - medo | Deslanchou - arrancar;2
4461;4461;4461;237;12;"""O Zé Gotinha é um orgulho na minha vida, ele deu muito certo.”";1
4462;4462;4462;237;14;Formal, pois apresenta uma linguagem formal.;2
4448;4448;4448;237;19;Darlan Rosa é o PAI (CRIADOR) do personagem.;3
4449;4449;4449;237;23;"""Morrer de medo"" significa ter muito medo de algo.";3
4450;4450;4450;237;24;Ele aparecia em um comercial chorando, sentado em um cantinho, e dizia que estava triste.;1
4452;4452;4452;237;29;1986.;3
4453;4453;4453;237;31;Por não ter um nome;3
4454;4454;4454;237;33;Um concurso, então, convidou todos os brasileiros a mandar sugestões, mais de 10 mil cartas sugeriram o nome Zé Gotinha. Os organizadores entenderam que o nome seria este, e, para escolher só um vencedor, foi feito um sorteio.;3
4455;4455;4455;237;35;Mais de 10 mil cartas sugeriram o nome Zé Gotinha.;3
4463;4463;4463;238;1;E um personagem que motiva as crianças a toma a vacina;3
4472;4472;4472;238;2;fizeram um sorteio;3
4467;4467;4467;238;3;Fazer as crianças e os adulto tomarem a vacina;2
4473;4473;4473;238;4;Para não fica doente;3
4475;4475;4475;238;8;Para arfimar o texto;1
4474;4474;4474;238;9;E uma doença;2
4476;4476;4476;238;10;aspar;1
4477;4477;4477;238;12;que o darlan virou até nome de prédio;2
4478;4478;4478;238;14;formal;2
4464;4464;4464;238;19;E porque Darlan rosa criou o personagem Zé gotinha.;3
4465;4465;4465;238;23;E quando alguem te assusta voce ve um filme de terror;1
4466;4466;4466;238;24;Não perca venha toma a vacina criança ou voce vai fica donti;1
4468;4468;4468;238;29;1986;3
4469;4469;4469;238;31;Porque ele não tinha nome;3
4470;4470;4470;238;33;Para centiva as pessoas a toma vacina.;1
4471;4471;4471;238;35;Porque foi nome mais votado;1
4479;4479;4479;239;1;O zé gotinha e um personagem que incentiva as crianças a perde o medo de tomar vacinas e não ficar doente .;3
4488;4488;4488;239;2;Foi em um sorteio .;3
4483;4483;4483;239;3;Que as crianças tomacem vacina.;3
4489;4489;4489;239;4;Para não pegar doenças e cripes.;2
4491;4491;4491;239;8;Para definir cada assunto .;1
4490;4490;4490;239;9;Causa paralisia nas crianças .;3
4492;4492;4492;239;10;Que as crianças não tem mais medo de tomar vacina .;2
4493;4493;4493;239;12;Darlan viram um nome de um predio .;2
4494;4494;4494;239;14;É formal porque tem palavras corretas com asentos e virgolas.;2
4480;4480;4480;239;19;Incentivar crianças a tomar vacinas .;1
4481;4481;4481;239;23;Quando esta com medo de augo.;2
4482;4482;4482;239;24;Eram asustadoras e fala que tomar vacina e chato e que nos precis ter medo de tomar vacina .;3
4484;4484;4484;239;29;Foi criada em 1986 o zé gotinha .;3
4485;4485;4485;239;31;Ele não tinha um nome ainda .;3
4486;4486;4486;239;33;Foi um concurso as cartas chegavam em caminões cheios .;3
4487;4487;4487;239;35;Porque tinha mais de 10 mil cartas de zé gotinha .;3
4495;4495;4495;240;1;É um perssonager que representa todos os postos de saúde e tambem para passar corrage para as crianças .;2
4504;4504;4504;240;2;Com um sorteio.;3
4499;4499;4499;240;3;Dar coragem as crianças sem aterroriza-las.;2
4505;4505;4505;240;4;Para previnir doenças .;3
4507;4507;4507;240;8;Serve para pegar uma frase no texto e colocar em outro lugar da frase ou texto .;1
4506;4506;4506;240;9;É uma Doença que causa paralisia nas crianças.;3
4508;4508;4508;240;10;Barreira dos medos :de tomar vacina Deslanchou : a campanha bombou;2
4509;4509;4509;240;12;As crianças comesaraão a querer ir ao posto de vacinação , a barreiras dos medos acabou e a campanha deslançou.;1
4510;4510;4510;240;14;Formal, porque são palavras .;2
4496;4496;4496;240;19;Que eles são pai e filho .;2
4497;4497;4497;240;23;Singuinifica neste flagmento que as pessoas morriam de medo de ficar doente tomando vacina .;1
4498;4498;4498;240;24;Eram assustadoras para aterrorizar as crianças para tomarem a vacina .;3
4500;4500;4500;240;29;Foi criado em 1986 .;3
4501;4501;4501;240;31;Porque queria um nome .;3
4502;4502;4502;240;33;Por votação .;1
4503;4503;4503;240;35;Porque foi o mais votado .;1
4511;4511;4511;241;1;ze gor;
4520;4520;4520;241;2;Foi feito um sorteio;
4515;4515;4515;241;3;Vacina mais crianças;
4521;4521;4521;241;4;Para vc nao ficar doente;
4523;4523;4523;241;8;Para chamar atenção;
4522;4522;4522;241;9;E uma doença que atacam as crianças;
4524;4524;4524;241;10;Porque as criança perderam o medo e foi um sucesso;
4525;4525;4525;241;12;Nao sei;
4526;4526;4526;241;14;Informal;
4512;4512;4512;241;19;Ze gotinhq e uma pssoa que passa coragem para as criança tomarem vacina;
4513;4513;4513;241;23;Medo de morrer;
4514;4514;4514;241;24;Tinham poucas campanhas;
4516;4516;4516;241;29;Em 1986;
4517;4517;4517;241;31;Porque ele não tinha nome;
4518;4518;4518;241;33;Em um concurso;
4519;4519;4519;241;35;Porque tinha vários pessoa mandado cartas com nome de ze gotinha;
4527;4527;4527;242;1;E o mascote da vacina;2
4536;4536;4536;242;2;Ne um sorteio;3
4531;4531;4531;242;3;Era de tirar das crianças;1
4537;4537;4537;242;4;Para não pegar doenças;3
4539;4539;4539;242;8;Para ele ficar longo;1
4538;4538;4538;242;9;E uma paralesia;4
4540;4540;4540;242;10;O medo acabou;1
4541;4541;4541;242;12;Que legal;1
4542;4542;4542;242;14;Ele formal por que ele e organizado;2
4528;4528;4528;242;19;E uma relação com muito orgulho;2
4529;4529;4529;242;23;De ficar com muito medo;3
4530;4530;4530;242;24;Era muito assustadora;3
4532;4532;4532;242;29;Ele foi criado no ano 1986;3
4533;4533;4533;242;31;Por que ele não tinha nome;3
4534;4534;4534;242;33;Foi transportado cartas com sugestoes;2
4535;4535;4535;242;35;Por quasa das lagrimas;1
4543;4543;4543;243;1;Uma gotinha que ajuda as crianças a n ter medo de vacinas;2
4552;4552;4552;243;2;Um sorteio;3
4547;4547;4547;243;3;Incentivar as crianças a tomar vacina;3
4553;4553;4553;243;4;Para manter a saúde bem;3
4555;4555;4555;243;8;Para abrir e fechar aspas;1
4554;4554;4554;243;9;Vírus que pode causar paralisia, facilmente evitável por vacinação contra a poliomielite. A poliomielite é transmitida por água e alimentos contaminados ou contato com uma pessoa infectada.;1
4556;4556;4556;243;10;Porque os medos acabaram quando o Zé gotinha nasceu;1
4557;4557;4557;243;12;belo horizonte;1
4558;4558;4558;243;14;Formal por que ele n fala nenhuma gíria;2
4544;4544;4544;243;19;Ele era o mascote de sua empresa;1
4545;4545;4545;243;23;ficasse com mt medo;3
4546;4546;4546;243;24;N sei n era vivo nessa época;1
4548;4548;4548;243;29;1986;3
4549;4549;4549;243;31;Por que ele n tinha um nome;3
4550;4550;4550;243;33;Um concurso;3
4551;4551;4551;243;35;Por que o personagem era uma gota;1
4559;4559;4559;244;1;O zé gotinha e uma gotinha da vacina pólio;1
4568;4568;4568;244;2;foi feito um sorteio.;3
4563;4563;4563;244;3;A ideia era que alguém forte passasse coragem para quem tinha que se vacinar.;3
4569;4569;4569;244;4;para não pegar doenças.;3
4571;4571;4571;244;8;Aspas indicão que não e o narrador falando.;2
4570;4570;4570;244;9;uma doença que causa paralisia.;3
4572;4572;4572;244;10;O medo acabou.;2
4573;4573;4573;244;12;O nome darlan ficou tão famoso que virou nome de fabrica.;1
4574;4574;4574;244;14;formal, porque não tem nenhuma palavra incorreta.;2
4560;4560;4560;244;19;darlan Rosa e o criador do ze gotinha.;3
4561;4561;4561;244;23;A expresão morrer de medo significa: extou com muito medo.;3
4562;4562;4562;244;24;"Até propaganda assustadora passava na televisão, pensando que isso ia ajudar. Realmente, ficar doente
é uma coisa chata.";3
4564;4564;4564;244;29;Em 1986;3
4565;4565;4565;244;31;porque ele não tinha um nome;3
4566;4566;4566;244;33;As cartas chegavão de caminhão nos municipios;1
4567;4567;4567;244;35;porque era para excolher um vencedor;1
4575;4575;4575;245;1;Zé gotinha é um personagem brasileiro para campanhas de vacinação;3
4584;4584;4584;245;2;Foi escolido por meio de um sorteio;3
4579;4579;4579;245;3;A ideia era tirar o medo de tomar vacina;2
4585;4585;4585;245;4;É importante para se previnir de doenças;3
4587;4587;4587;245;8;Serve para dizer que foram que disseram;2
4586;4586;4586;245;9;É uma doença que causa paralisia;3
4588;4588;4588;245;10;Significa que o medo de tomar vacina acabou e campanha deu tudo certo;2
4589;4589;4589;245;12;Darlan virou até nome de prédio residencial na cidade;3
4590;4590;4590;245;14;A linguagem do texto é formal sim. Porque aa palavras do texo eram mais chiques;2
4576;4576;4576;245;19;A relação entre Zé Gotinha e Darlan Rosa é que ela inventou o personagem;2
4577;4577;4577;245;23;Significa ficar com bastante medo;3
4578;4578;4578;245;24;Elas eram todas assustadoras;3
4580;4580;4580;245;29;A mascote do Zé Gotinha foi criada em 1986;3
4581;4581;4581;245;31;Era porque ele ainda não tinha um nome;3
4582;4582;4582;245;33;A escolha do feita por um concurso;3
4583;4583;4583;245;35;Porque ele se parecia;1
4591;4591;4591;246;1;REPRESENTAÇAO DA VACINA;1
4600;4600;4600;246;2;EM UM SORTEIO;3
4595;4595;4595;246;3;ERA MOTRAR A IMPORTANCIA DA VACINAÇAO PARA AS CRIANÇAS;2
4601;4601;4601;246;4;PARA SE PROTEGER DAS DOENÇAS;3
4603;4603;4603;246;8;REALÇA CERTA FRASES OU PALAVRAS;1
4602;4602;4602;246;9;DOENÇA QUE CAUSA PARALISIA NAS CRIANÇAS;3
4604;4604;4604;246;10;AS CRIANÇAS PEDERAM O MEDO DE SE VACINAR;1
4605;4605;4605;246;12;QUE ELE VIROU ATE NOME DE PREDIO;2
4606;4606;4606;246;14;FORMAL;2
4592;4592;4592;246;19;ELE FOI O CRIADOR DO PERSONAGEM;3
4593;4593;4593;246;23;E TER MEDO DE ALGO DAR MUITO ERRADO E NAO TER COMO RESOLVER;2
4594;4594;4594;246;24;AS PROPAGANDAS DAVA MEDO NAS PESSOAS;3
4596;4596;4596;246;29;A 35 ANOS;3
4597;4597;4597;246;31;ELE QUERIA UM NOME;3
4598;4598;4598;246;33;FOI FEITO UM CONCURSO;3
4599;4599;4599;246;35;10 MIL FORAM RECEBIDAS SUGERINDO ESSE NOME;3
4607;4607;4607;247;1;Um personagem das campanhas de vacinação.;2
4616;4616;4616;247;2;Através de um sorteio.;3
4611;4611;4611;247;3;A ideia era que alguém forte passasse coragem para quem tinha que se vacinar.;3
4617;4617;4617;247;4;Para não contrair doenças.;3
4619;4619;4619;247;8;Para indicar a fala de Darlan Rosa.;3
4618;4618;4618;247;9;Uma doença que causa paralisia nas pessoas.;2
4620;4620;4620;247;10;barreira dos medos: medo que não passa. deslanchou: bombou;2
4621;4621;4621;247;12;"Darlan, virou até nome de prédio residencial na cidade: fato.
Aqui, sou uma pessoa ilustre, brinca.";2
4622;4622;4622;247;14;Formal, porque é uma entrevista.;2
4608;4608;4608;247;19;A relação de Darlan Rosa com o personagem Zé Gotinha e de personagem para criadora.;2
4609;4609;4609;247;23;Significa ficar com muito medo.;3
4610;4610;4610;247;24;Eram assustadoras.;3
4612;4612;4612;247;29;O mascote Zé Gotinha foi criado.;1
4613;4613;4613;247;31;Porque ele não tinha um nome.;3
4614;4614;4614;247;33;Em um concurso.;3
4615;4615;4615;247;35;porque 10 mil pessoas sugeriram o nome Zé gotinha;3
4623;4623;4623;248;1;Zé Gotinha é um personagem que foi criado para espalhar coragem;2
4632;4632;4632;248;2;Fizeram um sorteio;3
4627;4627;4627;248;3;Criar coragem nas pessoas;2
4633;4633;4633;248;4;Para não pegar doenças;3
4635;4635;4635;248;8;Para destacar a fala das pessoas;2
4634;4634;4634;248;9;É uma doença que causava paralisia nas crianças;3
4636;4636;4636;248;10;Sentido figurado;1
4637;4637;4637;248;12;Darlan virou até nome de prédio residencial na cidade;3
4638;4638;4638;248;14;Informal pois trata-se de uma linguagem espontânea;1
4624;4624;4624;248;19;Ele teve a ideia de fazer o Zé Gotinha;2
4625;4625;4625;248;23;"Neste fragmento ""morrer de medo"" significa, ter muito medo";3
4626;4626;4626;248;24;As propagandas davam medo para saberem que vacina é coisa séria;3
4628;4628;4628;248;29;Zé Gotinha foi criado em 1986;3
4629;4629;4629;248;31;Porque ele ainda não tinha um nome;3
4630;4630;4630;248;33;Através de um concurso;3
4631;4631;4631;248;35;Mais de 10 mil pessoas sugeriram o nome Zé Gotinha;3
4639;4639;4639;249;1;Um personagem criadp para encorajar as crianças a tomarrem vacina;3
4648;4648;4648;249;2;Com um sorteio;3
4643;4643;4643;249;3;Que as crianças perdessem o medo de tômar vacina;3
4649;4649;4649;249;4;Para nao pegar doenças;3
4651;4651;4651;249;8;Esplicar algo;1
4650;4650;4650;249;9;Uma doença que causava paralizia em crianças;3
4652;4652;4652;249;10;O medo de tomar vacina acabou;1
4653;4653;4653;249;12;Sou uma pessoa ilustre;1
4654;4654;4654;249;14;Informal pois e uma reportagem;1
4640;4640;4640;249;19;Muita felicidade pelo personagem ter dado tanto sucesso;1
4641;4641;4641;249;23;Tivesse medo de ficar doente;1
4642;4642;4642;249;24;Propagandas assustadoras;3
4644;4644;4644;249;29;1986;3
4645;4645;4645;249;31;Pois não tinha um nome;3
4646;4646;4646;249;33;Como se fosse uma eleição mandaram seis palpites e o nome foi escolhido;2
4647;4647;4647;249;35;Como se fosse uma eleição mandaram seis palpites e o nome foi escolhido;1
4655;4655;4655;250;1;Era um personagen que ajudava as pasoas não te medo da vacina;2
4664;4664;4664;250;2;Foi feito um sorteio;3
4659;4659;4659;250;3;Ajuda as crianças não ficar com medo de se vasinar;3
4665;4665;4665;250;4;Para quen tive pasando mal melhora e quen tive ben evitar de te esa doença;2
4667;4667;4667;250;8;EM BRANCO;1
4666;4666;4666;250;9;uma doença que causa paralisia nas crianças;3
4668;4668;4668;250;10;Para as coisas que mais enporta;1
4669;4669;4669;250;12;Darlan virou ate nome de predio residencial na cidade. Aqui sou uma pesoa brinca;1
4670;4670;4670;250;14;Formal porque esplica a historia do Zé gotinha;2
4656;4656;4656;250;19;Ele que inventou o zé gotinha e darlan rosa e o pai do personagem.;3
4657;4657;4657;250;23;Morrer de medo de ficar doente;1
4658;4658;4658;250;24;Uma propaganda asustadora que pasava na tv;3
4660;4660;4660;250;29;Darlan Rosa criou em 1986;3
4661;4661;4661;250;31;Porque ele não tinha nenhum nome;3
4662;4662;4662;250;33;Enviaram cartas para o darlan Rosa;1
4663;4663;4663;250;35;Porque mais de 10.000 pesoas sugeriram Zé gotinha;3
4671;4671;4671;251;1;É um boneco feito com duas gotas de polio;1
4680;4680;4680;251;2;Através de um sorteio;3
4675;4675;4675;251;3;Incentivar as crianças não terem medo e sim coragem;2
4681;4681;4681;251;4;Para se proteger;2
4683;4683;4683;251;8;Nao sei;1
4682;4682;4682;251;9;Doença que causa paralisia nas criancas;3
4684;4684;4684;251;10;Nao sei;1
4685;4685;4685;251;12;Nao entendi;1
4686;4686;4686;251;14;Imformal;1
4672;4672;4672;251;19;Darlan rosa éo pai e criador de ze gotinha;2
4673;4673;4673;251;23;Ter muito medo;3
4674;4674;4674;251;24;Assustadoras;3
4676;4676;4676;251;29;Foi criada em 1986;3
4677;4677;4677;251;31;Por que ela ainda não tinha um nome;3
4678;4678;4678;251;33;Em um concurso;3
4679;4679;4679;251;35;Pq 10 mil pessoas votaram nesse nome;2
4687;4687;4687;252;1;Mascote criado para motivação da vacina;2
4696;4696;4696;252;2;Através de um sorteio;3
4691;4691;4691;252;3;Mostrar que as gotinhas podiam salvar vidas;2
4697;4697;4697;252;4;Para evitar as doença;3
4699;4699;4699;252;8;Para destacar as frases ou expressões;1
4698;4698;4698;252;9;Doença que causa a paralisia em crianças;3
4700;4700;4700;252;10;As crianças perderam o medo.A campanha foi um sucesso;2
4701;4701;4701;252;12;Darlan virou até nome prédio/ brinca;1
4702;4702;4702;252;14;Formal ! Nós passa informações sobre a criação do mascote;2
4688;4688;4688;252;19;Foi ela quem o criou;2
4689;4689;4689;252;23;Não querer de jeito algum ficar doente.;2
4690;4690;4690;252;24;Assustadoras;3
4692;4692;4692;252;29;Em 1986;3
4693;4693;4693;252;31;Porque ainda não tinha um nome;3
4694;4694;4694;252;33;Através de um concurso que mobilizou várias pessoas através de carta enviadas onde foi escolhido o nome Zé gotinha;3
4695;4695;4695;252;35;Devido ao alto número de pessoas que escolheram o mesmo nome ( Zé gotinha);3
4703;4703;4703;253;1;Zé Gotinha é um personagem.;2
4712;4712;4712;253;2;Um sorteio;3
4707;4707;4707;253;3;Fazer as crianças n ter medo de tomar vacina;3
4713;4713;4713;253;4;Para não pegar doenças;3
4715;4715;4715;253;8;Serve para Destacar;1
4714;4714;4714;253;9;Poliomielite doença que causa paralisia nas crianças;3
4716;4716;4716;253;10;O medo acabou e a campanha foi um sucesso esse é o sentido das palavras;2
4717;4717;4717;253;12;N sei.;1
4718;4718;4718;253;14;Informal, Pois o texto naose trata de alguém formal.;1
4704;4704;4704;253;19;"Darlan Rosa é o ""pai"" do personagem Zé Gotinha.";3
